case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,latitude,longitude
1637320,CARAUSTAR CUSTOM PACKAGING GROUP,"Caraustar Industries, Inc.",555 N. Tripp,Chicago,IL,60624,0,41.8912134,-87.7321672
1637321,Cook County Juvenile Temporary Detention Cent,Cook County Juvenile Temporary Detention Cent,1100 S. Hamilton,Chicago,IL,60612,1,41.8805,-87.6873
1803782,Chiu Quon Bakery,"Chiu Quon Bakery, Inc.",1127 W. Argyle St,Chicago,IL,60640,1,41.9730309,-87.6588727
1559984,Radar Security,"Radar Payroll Services, Inc.",1061 West Vernon Park,Chicago,IL,60607,32,41.8721,-87.6578
1703787,Star of Siam,Star of Siam,11 E. Ilinois St,Chicago,IL,60611,0,41.8971,-87.6223
1749069,Pactiv,Pactiv Corporation,7200 Mason Ave,Chicago,IL,60638,0,41.6909463,-87.7678134
1576819,United Airlines,"United Air Lines, Inc",O'Hare International  Airport,Chicago,IL,60666,1,41.9779849,-87.9093214
1526762,City of Chicago Fire Department,City of Chicago Fire Department,1732 W. Van Byron,Chicago,IL,60613,0,41.9543,-87.6575
1780851,Lao Sze Chuan,"SNL Curry Concepts, LLC.",4832 N Broadway,Chicago,IL,60640,3,41.9699222,-87.6598056
1459803,Baltic Bakery,"Jonal Bakery, Inc.",4627 S. Hermitage,Chicago,IL,60609,7,41.8097,-87.6533
1779544,Poppies Dough,"Poppie's Dough of Illinois, Inc.",2600 W. 35th St.,Chicago,IL,60632,1,41.830181,-87.6944425
1751303,"U.S. Aviation Services, Corp.","U.S. Aviation Services, Corp.",1550 S. Indiana Ave.,Chicago,IL,60605,33,41.8606435,-87.6228798
1781669,Giordano's Pizza (Michigan Ave),South Loop Pizza LLC,1340 S. Michigan Ave,Chicago,IL,60608,15,41.8645667,-87.6245491
1782503,"Cosi, Inc.","Cosi, Inc.",230 W. Washington,Chicago,IL,60604,1,41.8785,-87.633
1790241,Lozada's Auto Spa,Lozada's Auto Spa,1108 S Monitor Ave,Chicago,IL,60644,0,41.8670088,-87.7707984
1758748,El Ranchito #1,71st Food & Vegetable Inc.,3900 West 71st St,Chicago,IL,60629,3,41.7644106,-87.7202474
1758973,El Ranchito # 2,El Ranchito Food Inc.,8327 S. Pulaski,Chicago,IL,60652,3,41.7454,-87.7135
1759981,Giordano's (Rush),VPC Rush Street Pizza LLC,730 North Rush Street,Chicago,IL,60611,8,41.8958988,-87.6256814
1760136,D'Amato's Bakery,Damato's Bakery # 1,1125 W. Grand Ave,Chicago,IL,60642,34,41.8908498,-87.6556224
1760563,Meli Cafe,"TKS Associates, Inc.",500 S. Dearborn St,Chicago,IL,60605,5,41.8753263,-87.6294811
1763915,Infinty Health Care Management of Indiana,Infinity Health Care Management of Indiana LL,240 Fencl Lane,Chicago,IL,60612,459,41.8805,-87.6873
1764771,Sarpinos Pizzeria,"Sarpinos Loop, Inc.",627 W. Lake St,Chicago,IL,60661,19,41.885616,-87.6439819
1666717,Chicago Transit Authority,Chicago Transit Authority,3112 W. Foster Avenue,Chicago,IL,60625,0,41.9761227,-87.7069411
1462445,Kraft Foods,"Kraft Foods Global, Inc.",7300 S. Kedzie,Chicago,IL,60629,0,41.7781,-87.7069
1678629,Clarke's Diner (Belmont),"Clarke's on Belmont, Inc",930 W Belmont Ave,Chicago,IL,60657,7,41.9400145,-87.6525502
1684371,Boss Group,"The Boss Group II, Inc.",2343 W. Montrose Ave,Chicago,IL,60618,15,41.9611132,-87.687993
1763563,Meli Cafe (Wells),T&K Associates,540 N. Wells St.,Chicago,IL,60654,1,41.8918041,-87.6341835
1699956,"Kiddie Heaven Learning Academy, Inc.","Kiddie Heaven Learning Academy, Inc.",7735 S. Laflin St.,Chicago,IL,60620,13,41.7529838,-87.6616099
1775254,Sarpino's Pizzeria (Gold Coast),"MJK Sarpinos, Inc.",158 W. Division,Chicago,IL,60610,14,41.9033,-87.6336
1725246,Regency Hand Laundry,J & M Park Corp.,2739 N. Racine Ave,Chicago,IL,60614,10,41.9318631,-87.6585753
1735163,Las Fuentes Restaurant- Halsted,"Las Fuentes #1, Inc",2558 N. Halsted,Chicago,IL,60614,20,41.9229,-87.6483
1736063,Tower Cleaners & Tailors,Tower Cleaners & Tailors,176 E Walton Place,Chicago,IL,60611,2,41.9000988,-87.6234835
1740401,La Haciendita,La Haciendita Taqueria Inc.,3322 W 47th St,Chicago,IL,60632,11,41.8082953,-87.7074032
1778557,"ATS Design Studio, Inc",ATS Design Studio INC,4229 N Honore St,Chicago,IL,60613,4,41.9608507,-87.6751938
1742790,La haciendita 51st Street,"La Haciendita Taqueria Kedzie, Inc.",5151 S Kedzie ave,Chicago,IL,60632,10,41.7993278,-87.7034433
1744251,Dispatch Taxi Affiliation,"Dispatch Brokerage Services, LLC",4536 N Elston Ave,Chicago,IL,60630,13,41.9629348,-87.7331216
1726511,May Medical Center,"Conrad May, MD, LTD",3857 W. Washington Blvd.,Chicago,IL,60624,2,41.8816786,-87.7231419
1798959,"Tortilleria Atotonilco, Inc.","Tortilleria Atotonilco, Inc.",1649 W. 47th St,Chicago,IL,60609,0,41.8083346,-87.6668746
1802993,"Gilead Management, LLC","Gilead Management, LLC",6201 S.Michigan Ave,Chicago,IL,60637,0,41.7818254,-87.6217509
1803787,Racine Bakery,"Racine Bakery, Inc.",6216 S. Archer Ave,Chicago,IL,60638,2,41.7941278,-87.7752549
1803788,Swedish Bakery Inc.,Swedish Bakery Inc.,5348 N. Clark St,Chicago,IL,60640,0,41.9794665,-87.6684402
1803790,Weber's Bakery,"Weber's Bakery, Inc.",7055 W. Archer Ave,Chicago,IL,60638,0,41.7917019,-87.7986352
1796118,Accenture,"Acenture, Inc.",161 North Clark St,Chicago,IL,60601,0,41.8848992,-87.630473
1805756,Divinity  Seven Juice Bar,"Divinity Seven Apparel, LLC",3435 South  Martin King Drive,Chicago,IL,60616,1,41.8426,-87.6306
1807053,"Help at Home, Inc.",HAH Holdings LLC,1 N. State St,Chicago,IL,60602,11500,41.8823742,-87.6272511
1798128,Fiesta Mexicana (Lincoln),"Lumats, Inc",2423 N. Lincoln,Chicago,IL,60614,1,41.9229,-87.6483
1798542,Alonti Cafe,Alonti Cafe INC,401 S. LaSalle,Chicago,IL,60605,1,41.8713,-87.6277
1663736,IHOP #3132,Flip 3132 Inc.,"7601 S. Cicero, Space 1240",Chicago,IL,60652,14,41.7454,-87.7135
1671159,Borinquen Restaurant,"Jibaros, Inc.",1720 N. California Ave.,Chicago,IL,60647,19,41.9127402,-87.6971694
1645904,Superior Hand Car Wash,Superior Hand Car Wash Corp,6147 N. Broadway St.,Chicago,IL,60660,0,41.9909,-87.6629
1464923,Tile Outlet,Tile outlet LTD.,2434 W. Fullerton,Chicago,IL,60647,6,41.9209,-87.7043
1713546,Taqueria & Restaurante La Fuente,Taqueria & Restaurante La Fuente,3640 W 59th St,Chicago,IL,60629,1,41.7861764,-87.7130052
1749671,Sure Care Pharmacy,Sure Care Pharmacy Inc,2001 S California Ave,Chicago,IL,60608,4,41.8547066,-87.6952889
1586212,White Cap Nursing,"White Cap Nursing, Inc.","2600 S. Michigan, #216",Chicago,IL,60616,40,41.8426,-87.6306
1402055,"SAS-Trans, INC",Sas Corp,304 Richfield Trail,Chicago,IL,60638,1,41.7814,-87.7705
1566992,"Protein Solutions, LLC","Agribest Holdings, LLC",4220 S. Kildare,Chicago,IL,60632,2,41.8093,-87.7052
1608128,A Taste of Heaven,"Taste of Heaven, LLC",5401 N. Clark St.,Chicago,IL,60640,5,41.9800011,-87.6680492
1626831,St Bernard Hospital,St. Bernard Hospital,326 W. 64th Street,Chicago,IL,60621,1,41.7785914,-87.6330563
1706642,Chicago Transit Authority,Chicago Transit Authority,3112 W. Foster,Chicago,IL,60625,1,41.9703,-87.7042
1633983,Air Tram (Midway Airport),Southwest Airlines Co.,5700 South Cicero Avenue,Chicago,IL,60630,1,41.8716942,-87.7449351
1635154,Edison Learning Inc.,Edison Learning Inc.,1309 W 95th St,Chicago,IL,60643,4,41.721256,-87.6638155
1731786,Capitol Cement,"Capitol Cement Company, Inc",6231 N. Pulaski,Chicago,IL,60646,2,41.993,-87.7596
1404133,Chicago Transit Authority,Chicago Transit Authority,3908 West Maypole,Chicago,IL,60624,0,41.8804,-87.7223
1748324,"Hina Enterprises, Inc. dba 7-Eleven","Hina Enterprises, Inc.",2741 W. Touhy Ave,Chicago,IL,60613,0,42.0117284,-87.6992629
1406524,CTA,Chicago Transit Authority,Merchandise Mart Plaza,Chicago,IL,60654,2,41.8879633,-87.6352443
1418865,S&H Fashion,"S&H Fashion, Inc.","3123 N. Pulaski, #207",Chicago,IL,60641,9,41.9453,-87.7474
1436665,CTA,CTA,3900 W. Pershing,Chicago,IL,60604,1,41.8785,-87.633
1698430,"Chicago Service Group, Inc.",Chicago Service Group,2500 W. 36th St,Chicago,IL,60632,0,41.8286199,-87.6877506
1442776,Triple A Services,"Triple A Services, Inc.",2637 S. Throop St.,Chicago,IL,60608,5,41.8451429,-87.655148
1748020,United Methodist Homes & Services,United Methodist Homes & Services,1415 W. Foster Avenue,Chicago,IL,60640,16,41.975951,-87.665418
1447959,A & A Hospitality,A & A Hospitality,8201 W. Higgins Rd,Chicago,IL,60631,38,41.9860515,-87.8346032
1451548,Tower Automotive,"Tower Automotive, Inc.",12350 S. Avenue O,Chicago,IL,60633,0,41.6707812,-87.5397056
1773329,"DeNovo Constructors, Inc.","DeNovo Constructors, Inc.",100 S. Wacker Drive,Chicago,IL,60606,0,41.880296,-87.6374788
1385563,United Healthcare,"United Healthcare, Inc","233 N. Michigan Av, Suite 900",Chicago,IL,60601,0,41.886098,-87.624448
1547475,Continental Style Tuckpointing & Contr.,"Continental Style Tuckpointing & Contracting,",4337 W Lake St,Chicago,IL,60624,3,41.8858559,-87.7341418
1772988,MyNais,"MyNais, LLC",500 18th Street,Chicago,IL,60601,0,42.3268976,-87.8518607
1572499,"Medina Lawncare, Inc.",Medina Lawncare,3610 North Cicero Ave,Chicago,IL,60641,24,41.946518,-87.747367
1410666,Majestic Auto Glass,"Majestic Auto Glass, Inc.",1347 S. Ashland,Chicago,IL,60608,8,41.8515,-87.6694
1724448,The Art of Pizza,The Art of Pizza Inc.,3033 N Ashland,Chicago,IL,60657,14,41.9399,-87.6528
1536098,USPS,United State Postal Service,358 West Harrison,Chicago,IL,60632,1,41.8093,-87.7052
1547008,OM Shoppers Inc.,OM Shoppers Inc.,625 Michigan Ave.,Chicago,IL,60605,3,41.4814957,-87.6128986
1491457,Beauty Plus,Beauty Plus,5050 S. Cottage Grove,Chicago,IL,60615,0,41.8022,-87.6006
1582543,Firman Community Services,"Firman Community Services, Inc.",144 W.47th Street,Chicago,IL,60609,0,41.8094429,-87.6299731
1536843,Chicago Public Schools,Chicago Public Schools,Wendell Phillips Academy High School,Chicago,IL,60653,1,41.8244779,-87.6197727
1578706,United Airlines,United Air Lines,PO Box 66100,Chicago,IL,60666,2,41.968,-87.8912
1713138,China Cargo Airlines,"China Cargo Airlines, LTD",618 S Access Rd,Chicago,IL,60666,2,41.9593745,-87.9136494
1673063,"Joe Plewa Construction, Inc.","Joe Plewa Construction, Inc.",5001 N. Mulligan Ave,Chicago,IL,60630,17,41.972195,-87.7864362
1673065,Diaz Drywall Taping Company,Diaz Drywall &Taping Comp. Inc.,6637 S. California Ave,Chicago,IL,60629,0,41.7725025,-87.6929386
1430522,SBC,Southwestern Bell Communications,2401 Grace Street,Chicago,IL,60618,1,41.6418314,-87.4353847
1583019,Ricobene's,Ricobenes on Pulaski inc.,5160 S. Pulaski,Chicago,IL,60632,4,41.8093,-87.7052
1528865,Lawrence Hall Youth Services,Lawrence Hall Youth Services,4833 North Francisco,Chicago,IL,60625,0,41.9703,-87.7042
1491447,Eastlake Management,Eastlake Management,2850 South Michigan Avenue,Chicago,IL,60616,0,41.8426769,-87.6236725
1336085,Pegasus Restaurant,130 S. Halsted Corp.,130 S. Halsted,Chicago,IL,60661,5,41.8798548,-87.6474135
1785772,R. Scott Concrete Co.,R. Scott Concrete Co.,1248 N. Laramie Unit 2,Chicago,IL,60651,0,41.9025,-87.7393
1584939,BlueStar Case Solutions,"Bluestar Computer Solutions, Inc.",226 S Wabash,Chicago,IL,60604,1,41.8785,-87.633
1665489,Mariscos El Veneno de Nayarit,"El Veneno Restaurant, Inc.",1024 N. Ashland,Chicago,IL,60622,1,41.9019,-87.6779
1689754,B & V Group (dba 7-Eleven),"B & V Group, Inc",4859 N. Milwaukee Ave.,Chicago,IL,60618,0,41.969341,-87.7610394
1676225,Quiroga Southport,Quiroga Corp,3448 North Southport Avenue,Chicago,IL,60657,7,41.9448409,-87.6643288
1702922,Cricket - Western Ave,MCE Western Inc,3605 N Wester Ave,Chicago,IL,60618,9,41.9464,-87.7042
1684379,Rocha Plumbing Inc.,Rocha Plumbing Inc.,2803 W. 36th St,Chicago,IL,60632,13,41.8281875,-87.6949744
1685250,Chicago Transit Authority,Chicago Transit Authority,1815 W 74th Street,Chicago,IL,60636,0,41.7585556,-87.6697708
1548315,Dunkin Donuts,"Diamond Jubilee, Inc.",1411 E. 53rd Street,Chicago,IL,60615,3,41.799306,-87.5912313
1694056,La Pasadita Restaurant,"La Pasadita, Inc",1140 N Ashland,Chicago,IL,60622,4,41.9019,-87.6779
1705462,Pelago Ristorante,Tergeste Inc.,201 E Delaware,Chicago,IL,60611,10,41.899164,-87.621704
1716521,Szymanski's Deli & Liquors,Szymanski Bros. Inc,6016 W. Irving Park Rd,Chicago,IL,60634,6,41.9532594,-87.7774982
1546275,OK Cleaner,OK Cleaner at Taylor Inc.,1528 W. Taylor,Chicago,IL,60607,1,41.8721,-87.6578
1606532,Maxim's Restaurant,Maxim's Restaurant Inc,20 N. Clark,Chicago,IL,60602,7,41.8829,-87.6321
1735713,U.S. Postal Service,U.S. Postal Service,11033 S. State St.,Chicago,IL,60628,0,41.6933598,-87.6228223
1749377,Belmont Auto Enterprises,"Belmont Auto Enterprises, Inc.",4116 W. Belmont,Chicago,IL,60641,2,41.9453,-87.7474
1445125,Dr. John Farmer & Associates,"John C. Farmer, M.D., S.C.","8741 S. Greenwood, Suite 101",Chicago,IL,60619,1,41.7458,-87.6054
1690283,"NPK Associates, Inc.","N-P-K Associates, Inc","329 W. 18th St., #106",Chicago,IL,60616,0,41.8426,-87.6306
1422777,GSSC,"GSSC Security Corp., Inc.",230 S. Dearborn St. 3rd Floor,Chicago,IL,60604,159,41.879086,-87.629418
1720941,Mc Donalds,McDonalds,6515 S. Western Ave,Chicago,IL,60636,1,41.7753246,-87.6832148
1432051,Dynaseam Manufacturing,"Dynaseam Manufacturing Co, Inc.",4534 W. North Ave,Chicago,IL,60639,70,41.9101364,-87.7402087
1432338,Administrative Office of the Illinois Courts,Administrative Office of the Illinois Courts,"222 North LaSalle, 13th Floor",Chicago,IL,60601,2,41.8858,-87.6181
1573397,La Providencia Grocery,Carniceria La Providencia Inc.,1658 West 21st Street,Chicago,IL,60608,8,41.8543021,-87.6683839
1549494,Tabaq Restaurant,Tabaq Inc.,1245 N Clybourn,Chicago,IL,60610,2,41.9033,-87.6336
1484963,Park Side Gyros,Balisco Inc.,7355  N Clark,Chicago,IL,60626,0,42.0095,-87.6689
1531751,Scrub Inc,"Scrub, Inc.",6033 N Milwaukee Ave,Chicago,IL,60646,0,41.991045,-87.781461
1622568,Yak'zies Bar & Grill,KJM Entertainment Inc,506 W Diversey Parkway,Chicago,IL,60614,2,41.9329456,-87.6416869
1636058,Burlington Coat Factory,"Burlington Coat factory of IL, LLC",4520 S Damen,Chicago,IL,60609,1,41.8097,-87.6533
1442769,Star Detective and Security Agency,"Star Detective & Security, Inc.",813 E. 75th Street,Chicago,IL,60619,0,41.7584018,-87.6046515
1731932,Eggsperience(Halsted),"Eggsperience of Halsted, Inc.",30 S. Halsted,Chicago,IL,60661,13,41.8820374,-87.6472592
1585936,Pelago Ristorante,"Tergeste, Inc.",201 E Delaware Place,Chicago,IL,60632,11,41.8990545,-87.6214863
1655259,Billy Goat Tavern Original,"Billy Goat Tavern I, Inc.",430 N. Michigan Ave.,Chicago,IL,60611,7,41.890284,-87.6244882
1758340,Carpet Cushions and Supplies- Chicago,"All Carpet Cushions & Supplies, Inc",3423 N. Drake,Chicago,IL,60618,2,41.9464,-87.7042
1716738,Customized Teez - Garfield Park,"ICustom Il, LLC",4040 W Madison st,Chicago,IL,60624,3,41.880795,-87.7267015
1535343,Raj Darbar,"Guru Nanak Enterprises, LLC.",2660 N. Halsted,Chicago,IL,60614,6,41.9229,-87.6483
1611324,Sam's Chicken & Ribs,"CJ Foods, Inc.",1102 W. Granville,Chicago,IL,60660,4,41.9909,-87.6629
1501109,"CEM, LLC","CEM, LLC",5837 S. Ashland Ave.,Chicago,IL,60636,22,41.787418,-87.6640191
1585694,Joy Yee Noodle,Sun Tao Fong II Inc.,2139 S. China Place,Chicago,IL,60616,5,41.8540536,-87.6338979
1425606,Blackbird,"Blackbird, Inc.",619 West Randolph,Chicago,IL,60606,21,41.8868,-87.6386
1619096,Magnum Insurance,"Magnum INsurance Co., Inc.",4259 N. Western,Chicago,IL,60618,12,41.9464,-87.7042
1622350,Mr. B's Stuffed Pizza,Mr. B's Stuffed Pizza - Copr,4256 N. Central Avenue,Chicago,IL,60634,8,41.9581384,-87.7670553
1637324,Hyde Park Home Health Care,"Hyde Park Home Care Services, LLC",5550 South Shore Dr,Chicago,IL,60637,0,41.793765,-87.5811088
1643406,"Cook, County of",The Circuit Court of Cook County,"2650 South California, Room 526",Chicago,IL,60608,2,41.8515,-87.6694
1549478,Bini Bakery,Anna Bini USA Corp,3465 N. Kimball,Chicago,IL,60618,8,41.9464,-87.7042
1568488,Joy Yee Plus,Joy Yee Tropical Juice Bar Ltd.,2159 S China Pl,Chicago,IL,60616,19,41.8537024,-87.6346956
1459030,Z.D. Masonry & Remodeling Corp,Z. D. Masonry & Remodeling Corp,"8521 W. Catherine Avenue, Apt. 177",Chicago,IL,60656,106,41.977216,-87.83661
1719743,Wing Stop,"The Lalani Group, LLC",2634 N Clark St,Chicago,IL,60614,7,41.9305211,-87.6439651
1452199,"Malcolm S. Gerald and Associates, Inc.","Malcolm S. Gerald and Associates, Inc","332 S. Michigan Ave., Suite 600",Chicago,IL,60604,0,41.877859,-87.624314
1728072,Decibel Bar/The Spot/Big Shoulders,Aquilibrus Corp.,4437 N. Broadway,Chicago,IL,60640,6,41.9628157,-87.6554539
1686672,"Edge Bar and Grill, The","Java Coast II, LLC",2720 N. Clark,Chicago,IL,60614,1,41.9229,-87.6483
1677099,"The Renaissance at 87th Street, Inc.",The Renaissance at 87st Nussing Home,2940 W. 87th St.,Chicago,IL,60652,77,41.7355869,-87.6965233
1523140,Chicago Legal Clinic,"Chicago Legal Clinic, Inc",2938 E.91st. Street,Chicago,IL,60617,0,41.7303353,-87.5523855
1663076,TLC Foot Doc Ltd,TLC Foot Doc LTD,"333 N Michigan, Ste 1825",Chicago,IL,60601,2,41.8858,-87.6181
1473754,Arts & Artisans,"Arts & Artisans, LLC","70 E. Lake St., Unit 106",Chicago,IL,60601,6,41.885733,-87.625287
1673150,Glen Crest Nursing and Rehabilitation Center,Glen Crest Nursing and Rehabilitation Center,2451 W. Touhy Ave.,Chicago,IL,60645,219,42.0116308,-87.6921138
1597081,Mariscos El Veneno,Venenos Inc,6651 S. Pulaski,Chicago,IL,60629,17,41.7850267,-87.7229292
1659370,Arturo's Tacos,2001 N Western Inc.,2001 N. Western,Chicago,IL,60647,1,41.9209,-87.7043
1729082,"Envoy Air, Inc.","Envoy Air, Inc.",O'Hare International Airport,Chicago,IL,60666,2,41.9779849,-87.9093214
1739642,United Airlines,"United Continental Holdings, Inc.",233 South Wacker Drive,Chicago,IL,60606,88513,41.8788763,-87.6360018
1472523,"Historic Real Estate, Inc dba Wheeler Mansion","Historic Real Estate, Inc.",2020 S. Calumet,Chicago,IL,60616,1,41.8426,-87.6306
1563149,Sodexo,Sodexo Inc.,5841 S. Maryland,Chicago,IL,60617,1,41.7257,-87.556
1649849,Velasquez Mufflers and Brakes Elston,"Mufflers for Less III, Inc.",5705 N. Elston Avenue,Chicago,IL,60646,4,41.9854174,-87.7685646
1503648,Windy City Security & Investigations,"Windy CIty Security & Investigations, Inc.",3055 W. 111th St,Chicago,IL,60655,29,41.6913792,-87.6981979
1796140,United Mattress,"United Mattress, Inc.",4532 S Kolin,Chicago,IL,60632,0,41.8093,-87.7052
1696964,"One Love, Inc. (Ford City Mall)","One Love, Inc.","7601 S. Cicero Avenue, #5536",Chicago,IL,60652,35,41.7454,-87.7135
1483351,St. Rose Center,St. Rose Center,4911 South Hoyne Avenue,Chicago,IL,60609,42,41.8043302,-87.6766577
1472490,"Marty Builders, Inc",Marty Builders INC.,4601 N. Hamlin,Chicago,IL,60625,0,41.9703,-87.7042
1608126,Fireside Pub Incorporated,Fireside Pub Incorporated,5739 N. Ravenswood Ave.,Chicago,IL,60640,1,41.9862118,-87.6743726
1615281,Home of Life Community Development,Home of Life Community Development Corp,4650 W. Madison,Chicago,IL,60644,1,41.8829,-87.7582
1612052,Kass Management Services,Kass Realty Group Inc,200 N Racine Sutie 4400,Chicago,IL,60614,1,41.9229,-87.6483
1752819,"Coeur Mining, Inc.","Coeur Mining, Inc.","104 S. Michigan Avenue, Suite 900",Chicago,IL,60603,1778,41.880777,-87.624317
1757237,Rocket Plumbing LLC,"Rocket Plumbing, LLC",4712 N Milwaukee Ave,Chicago,IL,60630,8,41.9659051,-87.7591805
1568436,"Telecom Engineering Services, Inc.","Telecom Engineering Services, Inc.",220 S. Halsted St,Chicago,IL,60661,0,41.8783842,-87.647144
1612943,Pane Caldo,72 East Walton Bakery Inc,72 E. Walton,Chicago,IL,60611,1,41.8971,-87.6223
1621839,Hoard Antiques,Hoard Antiques,4710 N Damen Ave,Chicago,IL,60625,2,41.9673233,-87.6793313
1342202,Friedler Construction Co.,Friedler Construction Co.,"2525 N. Elston Ave., D-240",Chicago,IL,60647,14,41.927107,-87.680294
1512173,Peter Flooring,"Peter Flooring, Inc.",4100 N Plainfield,Chicago,IL,60634,59,41.9463,-87.8061
1746954,City Of Chicago Office of Emergency Mngmt,City Of Chicago,1411 W. Madison Street,Chicago,IL,60607,0,41.881089,-87.662559
1502334,A. Lakins & Sons,Lakin General Corporation,2044 N. Dominick,Chicago,IL,60614,0,41.9229,-87.6483
1571310,G Square,G Square Electrical Contractors,10546 S. State Street,Chicago,IL,60628,6,41.702115,-87.6236562
1610163,La Casa Del Pueblo,"La Casa Del Pueblo, Inc.",1810 S. Blue Island Avenue,Chicago,IL,60608,3,41.8573093,-87.6618896
1612073,Woodbridge Nursing Pavilion,"Woodbridge Nursing Pavilion, Ltd.",2242 N. Kedzie Ave.,Chicago,IL,60647,1,41.9218367,-87.7075928
1549479,7-Eleven,"Gale Unlimited, Inc",600 S. Dearborn Street,Chicago,IL,60605,6,41.8740405,-87.6294422
1585875,Tower Automotive,"Tower Automotive Operations USA 1, LLC",12350 S. Avenue O,Chicago,IL,60633,0,41.6707812,-87.5397056
1557214,Chicago Uptown Medical Center,"Chicago Uptown Medical Center, Corp.",4906 N Western Avenue,Chicago,IL,60625,3,41.9707618,-87.6892865
1597297,Medallion Products,Mediallion Industries Inc,5000 W. Roosevelt,Chicago,IL,60644,19,41.8829,-87.7582
1610473,7 East Nails Spa,"7 east Nails Spa, Inc",7 E Superior,Chicago,IL,60659,0,41.9972,-87.7166
1564326,"Kaleidoscope, Inc.","Kaleidoscope, Inc.","1340 South Damen Avenue, Mezzanine",Chicago,IL,60608,0,41.8515,-87.6694
1663763,Old Town Gardens,"Old Town Gardens, Inc.",1555 N. Wells St,Chicago,IL,60610,1,41.9107458,-87.6344017
1664004,Jayson Home and Garden,"Artists Frame Service, Inc.",1885 N. Clyborn Ave,Chicago,IL,60614,0,41.9229,-87.6483
1650715,La Cocina de Frida,"La Cocina de Frida Restaurant, Inc",3755 N Southport,Chicago,IL,60613,0,41.9543,-87.6575
1642141,Golden Angel Restaurant,"Golden Angel Restaurant, Inc.",4344 N. Lincoln,Chicago,IL,60618,9,41.9464,-87.7042
1684374,Acan Windows,"Koh Exterior, Inc.",2960 N. Rockwell St,Chicago,IL,60618,0,41.935637,-87.6931349
1699649,ABM Janitorial Services- North Central,"ABM Janitorial Services- North Central, Inc",180 N. Lasalle St Auite 1700,Chicago,IL,60601,4,41.885251,-87.632354
1639600,"Antenas Enterprises, Inc.","Antennas Enterprises, Inc.",1239 W. Madison St,Chicago,IL,60607,1,41.8816558,-87.6543581
1764769,DT Partners,Developers Technology Partners Inc.,"2600 W. 35th Street, Suite 301",Chicago,IL,60632,1,41.830188,-87.689931
1575118,Star Detective & Security Agency,"Star Detective and Security Agency, Inc.",813 E. 75th St.,Chicago,IL,60619,0,41.7584018,-87.6046515
1669319,Chicago Transit Authority,Chicago Transit Authority,5419 W. Armstrong,Chicago,IL,60646,0,41.993,-87.7596
1719969,"Maxwell Services, Inc","Maxwell Services, Inc",3130 S Kolin Ave,Chicago,IL,60623,0,41.8357617,-87.7331985
1600190,Yak'zies bar and Grill,KJM Entertainment Inc,506 W Diversey Parkway,Chicago,IL,60614,9,41.9329456,-87.6416869
1742530,Friendship on the Lake Chinese Restaurant,"Yup Chi Yuen, Inc",200 N Lake Front Dr,Chicago,IL,60601,1,41.8858,-87.6181
1633186,"Amsdyna, Inc","Amsdyna, Inc",4534 W. North Avenue,Chicago,IL,60639,23,41.9101364,-87.7402087
1762934,Home Physician Services,"Home Physician Services, LLC",6002 N. Keating Ave.,Chicago,IL,60646,2,41.9902022,-87.747576
1685377,Kimberly Smiles,Paul T Anast DMD PC,1835 N Milwaukee,Chicago,IL,60647,6,41.9209,-87.7043
1690281,Ecogardens,"Ecogardens, llc",1800 W Winona Street #600,Chicago,IL,60640,0,41.9719,-87.6624
1693049,Go Health Insurance,Go Health LLC,"214 W Huron St, Ste 100",Chicago,IL,60610,0,41.894863,-87.634344
1681742,Imperial Grove Pavilion,Claridge Imprerial Ltd.,1366 W. Fullerton,Chicago,IL,60614,10,41.9229,-87.6483
1323630,SBC,"Southwestern Bell Communications, Inc.",2401 West Grace,Chicago,IL,60618,0,41.9464,-87.7042
1693281,Reza's Restaurant (N. Clark St),"Reza's Andersonville , Inc",5255 N. Clark St,Chicago,IL,60640,2,41.9778172,-87.6680089
1524661,Crofton on Wells,"Crawfish, LLC.",535 N. Wells,Chicago,IL,60610,13,41.9033,-87.6336
1382214,BCI,"BCI, INC",230 S. Dearborn Street,Chicago,IL,60604,0,41.8784617,-87.6298898
1737155,United Airline,United Air Lines Inc.,77 W. Wacker Drive - HDQCT,Chicago,IL,60601,6,41.8858,-87.6181
1775797,Scrub Green,Scrub Green,83585 Wabash Ave,Chicago,IL,60619,0,41.7313634,-87.6216577
1666466,Chicago Transit Authority,Chicago Transit Authority,3112 W. Foster Ave,Chicago,IL,60625,1,41.9761227,-87.7069411
1405890,Burlington Northern Santa Fe,Burlington Northern and Santa Fe Railroad Com,3611 W. 38th St.,Chicago,IL,60632,2,41.8235006,-87.7148442
1704771,"Vardex Laser Solutions, LLC","Vardex Laser Solutions, LLC",2653 S. Lawndale Ave,Chicago,IL,60623,1,41.8428025,-87.7168354
1400413,SBC,"Southwestern Bell Communications, Inc.",2401 West Grace Street,Chicago,IL,60618,1,41.9500309,-87.6887766
1563145,AT&T,AT & T,2401 West Grace,Chicago,IL,60618,1,41.9464,-87.7042
1676869,Chicago Transit Authority,Chicago Transit Authority,7700 S. Vincennes,Chicago,IL,60620,0,41.7411,-87.6543
1663072,Quiroga Car Wash,Quiroga Corp,2036 W Grand Avenue,Chicago,IL,60612,7,41.891011,-87.6784463
