,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt
79020,1676225,Quiroga Southport,Quiroga Corp,3448 North Southport Avenue,Chicago,IL,60657,7,0,6,1003.9,6,2010-10-31,2012-10-31,7
79082,1702922,Cricket - Western Ave,MCE Western Inc,3605 N Wester Ave,Chicago,IL,60618,9,0,6,805.1,6,2011-01-09,2013-07-26,9
79162,1684379,Rocha Plumbing Inc.,Rocha Plumbing Inc.,2803 W. 36th St,Chicago,IL,60632,13,0,7,14585.65,7,2012-08-11,2013-02-17,0
79167,1685250,Chicago Transit Authority,Chicago Transit Authority,1815 W 74th Street,Chicago,IL,60636,0,0,1,0,0,2012-04-27,2013-01-31,0
79328,1548315,Dunkin Donuts,"Diamond Jubilee, Inc.",1411 E. 53rd Street,Chicago,IL,60615,3,0,3,3462.19,3,2007-04-01,2009-04-17,3
79600,1694056,La Pasadita Restaurant,"La Pasadita, Inc",1140 N Ashland,Chicago,IL,60622,4,0,2,992.8,2,2011-05-07,2013-04-28,4
80179,1705462,Pelago Ristorante,Tergeste Inc.,201 E Delaware,Chicago,IL,60611,10,1683,9,13813.02,9,2011-09-26,2013-09-25,10
80215,1716521,Szymanski's Deli & Liquors,Szymanski Bros. Inc,6016 W. Irving Park Rd,Chicago,IL,60634,6,0,6,11123,6,2012-01-28,2014-01-25,6
80267,1546275,OK Cleaner,OK Cleaner at Taylor Inc.,1528 W. Taylor,Chicago,IL,60607,1,0,0,0,0,2007-06-01,2009-05-31,1
80353,1606532,Maxim's Restaurant,Maxim's Restaurant Inc,20 N. Clark,Chicago,IL,60602,7,0,5,11912.2,5,2009-04-18,2011-04-16,7
80363,1735713,U.S. Postal Service,U.S. Postal Service,11033 S. State St.,Chicago,IL,60628,0,0,1,0,0,2013-08-15,2013-11-30,0
80371,1749377,Belmont Auto Enterprises,"Belmont Auto Enterprises, Inc.",4116 W. Belmont,Chicago,IL,60641,2,0,0,0,0,2013-01-31,2015-01-30,2
80560,1445125,Dr. John Farmer & Associates,"John C. Farmer, M.D., S.C.","8741 S. Greenwood, Suite 101",Chicago,IL,60619,1,0,1,4760,1,2004-07-26,2006-07-25,1
80578,1690283,"NPK Associates, Inc.","N-P-K Associates, Inc","329 W. 18th St., #106",Chicago,IL,60616,0,0,0,0,0,2011-04-06,2013-04-05,0
80728,1422777,GSSC,"GSSC Security Corp., Inc.",230 S. Dearborn St. 3rd Floor,Chicago,IL,60604,159,0,81,282121.65,81,2003-10-01,2005-09-30,0
80894,1720941,Mc Donalds,McDonalds,6515 S. Western Ave,Chicago,IL,60636,1,0,1,547.52,1,2013-12-29,2014-01-15,1
81229,1432051,Dynaseam Manufacturing,"Dynaseam Manufacturing Co, Inc.",4534 W. North Ave,Chicago,IL,60639,70,0,69,10366.35,69,2004-03-01,2006-03-31,68
81236,1432338,Administrative Office of the Illinois Courts,Administrative Office of the Illinois Courts,"222 North LaSalle, 13th Floor",Chicago,IL,60601,2,0,1,29703.8,1,2005-01-05,2006-08-21,0
81438,1546898,Argus Group Transportation Inc.,,3516 N. Ashland #S,Chicago,IL,60657,0,0,1,0,0,2009-01-01,2009-01-22,0
81452,1573397,La Providencia Grocery,Carniceria La Providencia Inc.,1658 West 21st Street,Chicago,IL,60608,8,0,7,75067.45,6,2008-02-29,2010-02-19,8
81463,1549494,Tabaq Restaurant,Tabaq Inc.,1245 N Clybourn,Chicago,IL,60610,2,0,1,2499.34,1,2007-07-06,2009-06-26,2
81782,1484963,Park Side Gyros,Balisco Inc.,7355  N Clark,Chicago,IL,60626,0,0,0,0,0,2005-07-05,2007-07-05,0
81807,1531751,Scrub Inc,"Scrub, Inc.",6033 N Milwaukee Ave,Chicago,IL,60646,0,0,2,0,0,2007-01-05,2008-12-11,0
82035,1622568,Yak'zies Bar & Grill,KJM Entertainment Inc,506 W Diversey Parkway,Chicago,IL,60614,2,0,1,766.43,1,2009-08-03,2010-10-11,2
82188,1636058,Burlington Coat Factory,"Burlington Coat factory of IL, LLC",4520 S Damen,Chicago,IL,60609,1,0,1,0,0,2011-09-01,2011-10-31,0
82323,1442769,Star Detective and Security Agency,"Star Detective & Security, Inc.",813 E. 75th Street,Chicago,IL,60619,0,0,1,0,0,2004-07-16,2006-07-15,0
82566,1731932,Eggsperience(Halsted),"Eggsperience of Halsted, Inc.",30 S. Halsted,Chicago,IL,60661,13,0,11,1899.87,11,2014-01-10,2014-05-11,13
82843,1585936,Pelago Ristorante,"Tergeste, Inc.",201 E Delaware Place,Chicago,IL,60632,11,0,8,4018.88,8,2009-09-05,2010-09-05,11
82937,1655259,Billy Goat Tavern Original,"Billy Goat Tavern I, Inc.",430 N. Michigan Ave.,Chicago,IL,60611,7,0,4,5070.4,4,2010-05-08,2012-05-05,7
83038,1758340,Carpet Cushions and Supplies- Chicago,"All Carpet Cushions & Supplies, Inc",3423 N. Drake,Chicago,IL,60618,2,0,1,636,1,2014-03-01,2015-04-08,2
83096,1716738,Customized Teez - Garfield Park,"ICustom Il, LLC",4040 W Madison st,Chicago,IL,60624,3,0,3,5134.59,3,2013-04-01,2013-12-15,3
83246,1535343,Raj Darbar,"Guru Nanak Enterprises, LLC.",2660 N. Halsted,Chicago,IL,60614,6,0,4,17774.72,4,2007-05-05,2009-03-21,6
83417,1611324,Sam's Chicken & Ribs,"CJ Foods, Inc.",1102 W. Granville,Chicago,IL,60660,4,0,2,0,0,2009-03-01,2011-02-27,4
83606,1501109,"CEM, LLC","CEM, LLC",5837 S. Ashland Ave.,Chicago,IL,60636,22,0,14,12246.74,14,2006-07-01,2006-07-30,22
83725,1585694,Joy Yee Noodle,Sun Tao Fong II Inc.,2139 S. China Place,Chicago,IL,60616,5,660,3,13530,3,2008-06-01,2010-05-29,5
83787,1425606,Blackbird,"Blackbird, Inc.",619 West Randolph,Chicago,IL,60606,21,0,20,15061.79,20,2003-11-21,2005-11-25,21
83999,1619096,Magnum Insurance,"Magnum INsurance Co., Inc.",4259 N. Western,Chicago,IL,60618,12,0,11,1006.55,11,2009-06-09,2011-06-09,12
84015,1622350,Mr. B's Stuffed Pizza,Mr. B's Stuffed Pizza - Copr,4256 N. Central Avenue,Chicago,IL,60634,8,0,7,2717.79,7,2009-03-29,2011-06-05,8
84441,1637324,Hyde Park Home Health Care,"Hyde Park Home Care Services, LLC",5550 South Shore Dr,Chicago,IL,60637,0,0,0,0,0,2010-01-27,2012-01-27,0
84591,1643406,"Cook, County of",The Circuit Court of Cook County,"2650 South California, Room 526",Chicago,IL,60608,2,0,1,0,0,2010-06-06,2012-03-31,2
84683,1549478,Bini Bakery,Anna Bini USA Corp,3465 N. Kimball,Chicago,IL,60618,8,0,4,24494.78,4,2007-06-30,2009-06-27,8
84844,1568488,Joy Yee Plus,Joy Yee Tropical Juice Bar Ltd.,2159 S China Pl,Chicago,IL,60616,19,3520,16,7753.55,16,2009-07-12,2010-05-15,19
84893,1459030,Z.D. Masonry & Remodeling Corp,Z. D. Masonry & Remodeling Corp,"8521 W. Catherine Avenue, Apt. 177",Chicago,IL,60656,106,0,104,9369,0,2005-01-01,2006-12-31,106
85116,1719743,Wing Stop,"The Lalani Group, LLC",2634 N Clark St,Chicago,IL,60614,7,0,5,838.51,5,2013-05-23,2014-03-01,7
85174,1452199,"Malcolm S. Gerald and Associates, Inc.","Malcolm S. Gerald and Associates, Inc","332 S. Michigan Ave., Suite 600",Chicago,IL,60604,0,0,0,0,0,2005-09-01,2006-09-01,0
85200,1728072,Decibel Bar/The Spot/Big Shoulders,Aquilibrus Corp.,4437 N. Broadway,Chicago,IL,60640,6,0,5,3245.9,5,2012-06-10,2014-06-01,6
85272,1686672,"Edge Bar and Grill, The","Java Coast II, LLC",2720 N. Clark,Chicago,IL,60614,1,0,0,0,0,2012-09-01,2013-04-24,1
85519,1677099,"The Renaissance at 87th Street, Inc.",The Renaissance at 87st Nussing Home,2940 W. 87th St.,Chicago,IL,60652,77,0,77,50745.39,77,2011-01-01,2012-12-31,77
85567,1523140,Chicago Legal Clinic,"Chicago Legal Clinic, Inc",2938 E.91st. Street,Chicago,IL,60617,0,0,1,0,0,2008-05-31,2008-09-22,0
85769,1663076,TLC Foot Doc Ltd,TLC Foot Doc LTD,"333 N Michigan, Ste 1825",Chicago,IL,60601,2,0,1,787.5,1,2010-08-01,2012-08-01,2
85838,1473754,Arts & Artisans,"Arts & Artisans, LLC","70 E. Lake St., Unit 106",Chicago,IL,60601,6,0,7,764.28,6,2005-06-15,2007-05-31,6
86044,1673150,Glen Crest Nursing and Rehabilitation Center,Glen Crest Nursing and Rehabilitation Center,2451 W. Touhy Ave.,Chicago,IL,60645,219,0,0,0,0,2010-12-11,2012-12-08,2
86306,1597081,Mariscos El Veneno,Venenos Inc,6651 S. Pulaski,Chicago,IL,60629,17,2992,16,38959.26,16,2009-01-24,2011-01-22,17
86462,1659370,Arturo's Tacos,2001 N Western Inc.,2001 N. Western,Chicago,IL,60647,1,0,0,0,0,2010-06-14,2012-06-13,1
86543,1729082,"Envoy Air, Inc.","Envoy Air, Inc.",O'Hare International Airport,Chicago,IL,60666,2,0,1,0,0,2013-07-01,2014-11-19,0
86698,1739642,United Airlines,"United Continental Holdings, Inc.",233 South Wacker Drive,Chicago,IL,60606,88513,0,0,0,0,2013-04-13,2014-10-08,0
86757,1472523,"Historic Real Estate, Inc dba Wheeler Mansion","Historic Real Estate, Inc.",2020 S. Calumet,Chicago,IL,60616,1,0,1,0,0,2005-04-05,2007-04-04,1
87149,1563149,Sodexo,Sodexo Inc.,5841 S. Maryland,Chicago,IL,60617,1,0,1,0,0,2008-08-09,2009-11-16,0
87755,1649849,Velasquez Mufflers and Brakes Elston,"Mufflers for Less III, Inc.",5705 N. Elston Avenue,Chicago,IL,60646,4,0,2,23419.3,2,2009-03-23,2011-03-22,4
87848,1503648,Windy City Security & Investigations,"Windy CIty Security & Investigations, Inc.",3055 W. 111th St,Chicago,IL,60655,29,0,29,2302.88,29,2007-10-01,2008-02-28,29
88259,1796140,United Mattress,"United Mattress, Inc.",4532 S Kolin,Chicago,IL,60632,0,0,0,0,0,2014-09-06,2016-09-03,0
88301,1696964,"One Love, Inc. (Ford City Mall)","One Love, Inc.","7601 S. Cicero Avenue, #5536",Chicago,IL,60652,35,0,33,3974.97,33,2011-04-20,2013-04-19,35
88449,1649665,"Foster Shell mart, Inc.",,5155 Kimball Avenue,Chicago,IL,60625,5,0,4,2459.54,4,2010-01-04,2011-03-27,5
88507,1483351,St. Rose Center,St. Rose Center,4911 South Hoyne Avenue,Chicago,IL,60609,42,0,42,5431.81,42,2004-12-01,2006-02-25,0
88546,1472490,"Marty Builders, Inc",Marty Builders INC.,4601 N. Hamlin,Chicago,IL,60625,0,0,0,0,0,2005-03-01,2007-02-28,0
88700,1608126,Fireside Pub Incorporated,Fireside Pub Incorporated,5739 N. Ravenswood Ave.,Chicago,IL,60640,1,0,0,0,0,2009-02-19,2011-02-18,1
88813,1615281,Home of Life Community Development,Home of Life Community Development Corp,4650 W. Madison,Chicago,IL,60644,1,0,0,0,0,2009-07-11,2011-07-09,1
89011,1612052,Kass Management Services,Kass Realty Group Inc,200 N Racine Sutie 4400,Chicago,IL,60614,1,0,0,0,0,2009-05-09,2011-05-01,1
89174,1752819,"Coeur Mining, Inc.","Coeur Mining, Inc.","104 S. Michigan Avenue, Suite 900",Chicago,IL,60603,1778,0,0,0,0,2013-09-02,2015-08-30,0
89441,1757237,Rocket Plumbing LLC,"Rocket Plumbing, LLC",4712 N Milwaukee Ave,Chicago,IL,60630,8,0,7,5519.98,7,2013-04-15,2015-04-12,8
89505,1568436,"Telecom Engineering Services, Inc.","Telecom Engineering Services, Inc.",220 S. Halsted St,Chicago,IL,60661,0,0,0,0,0,2008-05-04,2010-01-09,0
89740,1612943,Pane Caldo,72 East Walton Bakery Inc,72 E. Walton,Chicago,IL,60611,1,0,1,227.75,1,2009-04-04,2011-04-01,1
89995,1621839,Hoard Antiques,Hoard Antiques,4710 N Damen Ave,Chicago,IL,60625,2,0,0,0,0,2009-07-23,2011-07-22,2
90190,1342202,Friedler Construction Co.,Friedler Construction Co.,"2525 N. Elston Ave., D-240",Chicago,IL,60647,14,0,9,55964.75,9,2002-09-11,2003-05-11,0
90343,1512173,Peter Flooring,"Peter Flooring, Inc.",4100 N Plainfield,Chicago,IL,60634,59,0,59,318463.84,59,2006-05-04,2008-05-03,59
90652,1746954,City Of Chicago Office of Emergency Mngmt,City Of Chicago,1411 W. Madison Street,Chicago,IL,60607,0,0,1,0,0,2013-07-01,2015-06-30,0
90656,1502334,A. Lakins & Sons,Lakin General Corporation,2044 N. Dominick,Chicago,IL,60614,0,0,0,0,0,2006-01-21,2008-01-19,0
90953,1571310,G Square,G Square Electrical Contractors,10546 S. State Street,Chicago,IL,60628,6,0,3,26894.4,3,2009-08-01,2009-12-20,0
91198,1610163,La Casa Del Pueblo,"La Casa Del Pueblo, Inc.",1810 S. Blue Island Avenue,Chicago,IL,60608,3,0,2,6970.62,2,2009-03-08,2011-02-27,3
91228,1612073,Woodbridge Nursing Pavilion,"Woodbridge Nursing Pavilion, Ltd.",2242 N. Kedzie Ave.,Chicago,IL,60647,1,0,1,47500,1,2008-10-05,2011-08-20,0
91280,1549479,7-Eleven,"Gale Unlimited, Inc",600 S. Dearborn Street,Chicago,IL,60605,6,0,5,16216.3,5,2007-12-20,2009-08-10,6
91341,1585875,Tower Automotive,"Tower Automotive Operations USA 1, LLC",12350 S. Avenue O,Chicago,IL,60633,0,0,1,0,0,2010-01-01,2011-03-04,0
91450,1557214,Chicago Uptown Medical Center,"Chicago Uptown Medical Center, Corp.",4906 N Western Avenue,Chicago,IL,60625,3,0,3,3086.61,3,2007-10-13,2009-10-12,3
91640,1597297,Medallion Products,Mediallion Industries Inc,5000 W. Roosevelt,Chicago,IL,60644,19,0,16,5910.52,16,2010-05-01,2011-01-28,19
91826,1610473,7 East Nails Spa,"7 east Nails Spa, Inc",7 E Superior,Chicago,IL,60659,0,0,0,0,0,2010-10-01,2011-04-05,0
91851,1564326,"Kaleidoscope, Inc.","Kaleidoscope, Inc.","1340 South Damen Avenue, Mezzanine",Chicago,IL,60608,0,0,1,0,0,2009-03-01,2009-12-28,0
92116,1663763,Old Town Gardens,"Old Town Gardens, Inc.",1555 N. Wells St,Chicago,IL,60610,1,0,0,0,0,2010-06-30,2012-06-25,1
92121,1664004,Jayson Home and Garden,"Artists Frame Service, Inc.",1885 N. Clyborn Ave,Chicago,IL,60614,0,0,0,0,0,2010-07-28,2012-07-25,0
92136,1650715,La Cocina de Frida,"La Cocina de Frida Restaurant, Inc",3755 N Southport,Chicago,IL,60613,0,0,0,0,0,2011-01-01,2012-06-01,0
92156,1642141,Golden Angel Restaurant,"Golden Angel Restaurant, Inc.",4344 N. Lincoln,Chicago,IL,60618,9,0,7,24106.82,7,2010-02-14,2011-06-30,9
92322,1684374,Acan Windows,"Koh Exterior, Inc.",2960 N. Rockwell St,Chicago,IL,60618,0,0,0,0,0,2011-03-03,2013-03-02,0
92338,1699649,ABM Janitorial Services- North Central,"ABM Janitorial Services- North Central, Inc",180 N. Lasalle St Auite 1700,Chicago,IL,60601,4,0,3,0,0,2013-01-01,2013-08-31,0
92523,1639600,"Antenas Enterprises, Inc.","Antennas Enterprises, Inc.",1239 W. Madison St,Chicago,IL,60607,1,0,1,0,0,2010-01-16,2012-01-16,1
92556,1764769,DT Partners,Developers Technology Partners Inc.,"2600 W. 35th Street, Suite 301",Chicago,IL,60632,1,0,0,0,0,2015-01-05,2015-10-24,1
92567,1575118,Star Detective & Security Agency,"Star Detective and Security Agency, Inc.",813 E. 75th St.,Chicago,IL,60619,0,0,1,0,0,2009-02-06,2010-01-08,0
92716,1669319,Chicago Transit Authority,Chicago Transit Authority,5419 W. Armstrong,Chicago,IL,60646,0,0,1,0,0,2012-08-11,2012-08-11,0
92784,1719969,"Maxwell Services, Inc","Maxwell Services, Inc",3130 S Kolin Ave,Chicago,IL,60623,0,0,0,0,0,2012-02-13,2014-02-09,0
92797,1600190,Yak'zies bar and Grill,KJM Entertainment Inc,506 W Diversey Parkway,Chicago,IL,60614,9,0,4,6194.14,4,2009-03-14,2011-03-11,9
92833,1742530,Friendship on the Lake Chinese Restaurant,"Yup Chi Yuen, Inc",200 N Lake Front Dr,Chicago,IL,60601,1,0,0,0,0,2012-11-04,2014-11-04,1
92840,1633186,"Amsdyna, Inc","Amsdyna, Inc",4534 W. North Avenue,Chicago,IL,60639,23,0,22,0,0,2010-01-14,2012-01-14,23
92998,1762934,Home Physician Services,"Home Physician Services, LLC",6002 N. Keating Ave.,Chicago,IL,60646,2,0,1,0,0,2013-07-21,2015-07-20,2
93305,1685377,Kimberly Smiles,Paul T Anast DMD PC,1835 N Milwaukee,Chicago,IL,60647,6,0,4,1108.63,4,2011-12-14,2013-02-17,6
93465,1690281,Ecogardens,"Ecogardens, llc",1800 W Winona Street #600,Chicago,IL,60640,0,0,0,0,0,2011-05-01,2013-04-17,0
93601,1693049,Go Health Insurance,Go Health LLC,"214 W Huron St, Ste 100",Chicago,IL,60610,0,0,0,0,0,2011-05-15,2013-05-14,0
93614,1681742,Imperial Grove Pavilion,Claridge Imprerial Ltd.,1366 W. Fullerton,Chicago,IL,60614,10,0,10,869.05,10,2011-01-01,2013-01-01,10
93933,1323630,SBC,"Southwestern Bell Communications, Inc.",2401 West Grace,Chicago,IL,60618,0,0,1,0,0,2003-01-01,2003-11-07,0
94036,1693281,Reza's Restaurant (N. Clark St),"Reza's Andersonville , Inc",5255 N. Clark St,Chicago,IL,60640,2,0,0,0,0,2011-03-04,2013-03-03,2
94249,1524661,Crofton on Wells,"Crawfish, LLC.",535 N. Wells,Chicago,IL,60610,13,0,13,20367.41,13,2006-10-01,2008-10-01,13
94449,1382214,BCI,"BCI, INC",230 S. Dearborn Street,Chicago,IL,60604,0,0,0,0,0,2004-08-30,2004-11-30,0
94482,1737155,United Airline,United Air Lines Inc.,77 W. Wacker Drive - HDQCT,Chicago,IL,60601,6,0,1,0,0,2014-04-24,2014-09-06,0
94820,1775797,Scrub Green,Scrub Green,83585 Wabash Ave,Chicago,IL,60619,0,0,0,0,0,2015-08-01,2015-11-23,0
94885,1666466,Chicago Transit Authority,Chicago Transit Authority,3112 W. Foster Ave,Chicago,IL,60625,1,0,1,60707.44,1,2012-07-10,2013-08-15,0
95006,1405890,Burlington Northern Santa Fe,Burlington Northern and Santa Fe Railroad Com,3611 W. 38th St.,Chicago,IL,60632,2,0,1,0,0,2004-02-01,2005-07-31,0
95021,1704771,"Vardex Laser Solutions, LLC","Vardex Laser Solutions, LLC",2653 S. Lawndale Ave,Chicago,IL,60623,1,0,1,60101.89,1,2011-09-16,2013-09-15,0
95828,1400413,SBC,"Southwestern Bell Communications, Inc.",2401 West Grace Street,Chicago,IL,60618,1,0,1,0,0,2004-11-01,2005-05-23,0
95953,1563145,AT&T,AT & T,2401 West Grace,Chicago,IL,60618,1,0,1,223.9,1,2009-09-01,2010-05-14,0
96198,1676869,Chicago Transit Authority,Chicago Transit Authority,7700 S. Vincennes,Chicago,IL,60620,0,0,1,0,0,2012-10-01,2012-12-30,0
96699,1663072,Quiroga Car Wash,Quiroga Corp,2036 W Grand Avenue,Chicago,IL,60612,7,0,6,315.2,6,2010-10-31,2012-10-31,7
97251,1623288,AT&T,A T & T,2401 W Grace,Chicago,IL,60618,0,0,1,0,0,2010-12-03,2011-07-12,0
97258,1621158,"Joseph J. Duffy Co., Inc.","Joseph J. Duffy Co., Inc.",4994 N. Elston Ave.,Chicago,IL,60630,0,0,0,0,0,2011-02-20,2011-06-05,0
97523,1653321,Michael Jordan's Steakhouse,Intercontinental Hotel Group PLC,505 N. Michigan Ave.,Chicago,IL,60611,0,0,0,0,0,2011-08-01,2012-04-21,0
97604,1496376,Metropolitan Limousine,Metropolitan Limosine,845 N. Michigan Aven,Chicago,IL,60611,0,0,0,0,0,2003-01-08,2005-01-07,0
97691,1333517,Star Detective Agency,"Star Detective & Security Agency, Inc.",813 E. 75th Street,Chicago,IL,60619,11,0,11,6510.71,11,2002-12-07,2004-04-17,11
97720,1410661,La Guadalupana,"La Guadalupana Wholesale Co, Inc.",4647 S. Archer,Chicago,IL,60632,32,0,32,77126.51,32,2003-09-01,2005-09-15,32
97793,1434615,AKAL Security,"AKAL Security, Inc.",536 S. Clark St.,Chicago,IL,60604,406,0,142,539455.91,142,2004-06-30,2005-09-30,0
97972,1583953,Sodexo,Sodexo,5841 S Drexel,Chicago,IL,60619,0,0,1,0,0,2009-03-01,2010-03-01,0
98465,1666468,Warren Barr Pavilion,"Warren Barr Nursing Pavillion, LLC.",66 W. Oak St,Chicago,IL,60610,155,0,154,90835.31,152,2010-09-01,2012-09-01,155
98530,1526043,Subway,"Rockets Refugee, Inc.",1110 N State St,Chicago,IL,60610,9,1232,8,8954.8,8,2008-02-22,2008-11-14,9
98658,1762778,Cook County Sheriffs Office DOC,Cook County,2700 S California,Chicago,IL,60608,2,0,1,0,0,2015-05-18,2015-07-24,0
98785,1556504,Bella Bacinos,"Casdan, Inc.",75 East Upper Wacker,Chicago,IL,60601,28,0,28,7510.76,28,2008-01-01,2009-11-04,28
98850,1524033,United Airlines,United Airlines,O'Hare Airport,Chicago,IL,60610,0,0,1,0,0,2008-06-22,2008-09-23,0
98967,1556182,Adidas,Adidas,923 Rush Street,Chicago,IL,60611,0,0,0,0,0,2007-08-31,2009-08-25,0
98997,1569703,Unique Thrift Store,"Nandorf, Inc.",3748 N Elston Ave store,Chicago,IL,60618,0,0,0,0,0,2008-03-16,2010-03-15,0
99233,1692699,Dublin's,Dublin's Bar & Grill Inc,1050 North State Street,Chicago,IL,60610,1,0,0,0,0,2011-01-01,2012-12-31,1
99409,1655261,Billy Goat III,"Billy Goat Tavern III, Inc.",330 S. Wells,Chicago,IL,60606,2,0,1,1345.88,1,2010-05-08,2012-05-05,2
99438,1556510,Hyderabad,"Tayib, Inc.",2225 W. Devon,Chicago,IL,60659,0,0,0,0,0,2008-02-01,2010-01-22,0
99592,1467996,Tower Automotive,"Tower Automotive, Inc.",12350 South Avenue O,Chicago,IL,60617,0,0,1,0,0,2006-06-01,2007-03-02,0
99599,1523555,Commons Manufacturing,Commons Manufacturing Co.,2041 w. carrol,Chicago,IL,60612,39,0,18,172994.25,18,2006-12-01,2008-12-31,0
99666,1621789,Dara Transporting,,1357 W. Fullerton,Chicago,IL,60614,1,0,1,406,1,2011-01-28,2011-03-07,1
99667,1429189,Ann Sather,Tom Tunney Enterprises LTD,929 Belmont,Chicago,IL,60657,0,0,1,0,0,2004-01-01,2005-12-31,0
99832,1461462,South Shore Hospital,"South Shore Hospital Corp., Inc.",8012 S. Crandon Ave.,Chicago,IL,60617,6,0,6,32689.46,6,2003-12-18,2006-01-25,6
100078,1653330,Girl and the Goat,Lam and the Goat LLC.,809 W. Randolph,Chicago,IL,60607,55,0,55,10542.88,55,2010-07-23,2012-04-27,55
100129,1498888,Chicago Public School,Chicago Public School,6206 S Racine Ave,Chicago,IL,60636,0,0,1,0,0,2007-09-10,2007-12-03,0
100226,1676166,Chicago Transit Authority,Chicago Transit Authority,358 S. Kedzie,Chicago,IL,60612,0,0,1,0,0,2012-10-15,2013-03-06,0
100352,1771604,La Baguette- 2109 S Ashland,Yaqui Bakery Inc,2109 S Ashland Ave,Chicago,IL,60608,2,0,0,0,0,2013-10-01,2015-09-10,2
100595,1547130,PLS Financial,"Payday Loan Store of Illinois, Inc.",300 N. Elizabeth Street,Chicago,IL,60607,0,0,0,0,0,2008-05-22,2010-05-21,0
100937,1561856,United Airlines,"United Airlines, Inc.",O'Hare Airport,Chicago,IL,60666,0,0,1,0,0,2009-07-01,2010-02-04,0
101180,1747707,Cassidy Tire (Diversey),WM J Cassidy Tire & Auto Supply,824 W. Diversey Parkway,Chicago,IL,60614,2,0,2,1217.05,2,2012-11-05,2014-11-03,2
101267,1606533,Z Mattress,"Z Mattress, Inc.",6300 1/2 Halsted,Chicago,IL,60621,0,0,0,0,0,2009-04-01,2011-04-01,0
101297,1644786,Billy Goat II (Opera House),"Billy Goat II, Inc",309 W. Washington Street,Chicago,IL,60606,3,0,2,7584.72,2,2010-01-28,2012-01-25,3
101314,1511583,FISERV Chicago,"FISERV Solutions, Inc.",350 N. Orleans St,Chicago,IL,60654,0,0,0,0,0,2006-05-10,2008-05-09,0
101421,1632620,"Health Care Network, Inc. CILA","HCN CILA, Inc",6288 N. Cicero,Chicago,IL,60646,9,0,9,13457,9,2010-07-01,2011-10-31,9
101668,1373956,CTA,CTA,210 W. 79th Street,Chicago,IL,60620,0,0,1,0,0,2003-11-17,2004-04-10,0
101702,1619024,Standard Parking,Standard Parking,900 N. Michigan Ave.,Chicago,IL,60611,0,0,1,0,0,2011-01-25,2011-05-24,0
101761,1717760,Rosati's Pizza,TNI LLC,4863 N. Broadway,Chicago,IL,60640,1,0,0,0,0,2013-07-01,2014-02-04,1
101807,1629847,C.C.R. L.L.C.,"Creative Roofing and Construction, L.L.C.",2657 N. Greenview Ave,Chicago,IL,60614,1,0,0,0,0,2009-10-18,2011-10-16,1
101859,1679566,"Pomex Construction, Inc.","Pomex Construction, Inc.",1300 W. 35th St.,Chicago,IL,60602,0,0,0,0,0,2011-02-26,2013-02-23,0
101875,1654726,Al's Beef,CDM Enterprise LLC,2804 N. Western Ave.,Chicago,IL,60618,0,0,1,0,0,2012-02-02,2012-02-21,0
101877,1656809,Grasmere Place,Grasmere Place,4621 North Sheridan Road,Chicago,IL,60640,83,0,83,8108.29,83,2010-07-01,2012-06-30,0
101893,1504556,Icosium Kafe,,5200 N. Clark Street,Chicago,IL,60612,0,0,0,0,0,2006-03-05,2008-02-24,0
101987,1660801,St. Bernard's Hospital,St. Bernard's Hospital,326 W.64th St.,Chicago,IL,60621,1,0,1,0,0,2012-06-18,2012-06-18,0
102649,1575539,Park Packing,Park Packing Company Inc.,4105 S. Ashland,Chicago,IL,60609,8,0,7,30725.85,7,2008-07-18,2010-07-17,8
102661,1614048,Nova Electric Co,Nova Electric Co,5848 W. Higgins,Chicago,IL,60630,0,0,0,0,0,2009-11-05,2011-04-08,0
